id	label	description	x	y	cluster	weight<Citations>	weight<Co-citations>
17109	depress anxiety	<table><tr><td>Source:</td><td>depress anxiety</td></tr><tr><td>Citations:</td><td>35</td></tr><tr><td>Co-citations:</td><td>11142</td></tr></table>	-1.0108	-0.5101	3	35	11142
17285	dev biol	<table><tr><td>Source:</td><td>dev biol</td></tr><tr><td>Citations:</td><td>59</td></tr><tr><td>Co-citations:</td><td>3076</td></tr></table>	-1.0852	0.556	6	59	3076
17295	dev change	<table><tr><td>Source:</td><td>dev change</td></tr><tr><td>Citations:</td><td>90</td></tr><tr><td>Co-citations:</td><td>2673</td></tr></table>	0.841	0.0926	1	90	2673
17382	dev med child neurol	<table><tr><td>Source:</td><td>dev med child neurol</td></tr><tr><td>Citations:</td><td>187</td></tr><tr><td>Co-citations:</td><td>5742</td></tr></table>	-0.7217	-0.2204	3	187	5742
17400	dev neuropsychol	<table><tr><td>Source:</td><td>dev neuropsychol</td></tr><tr><td>Citations:</td><td>30</td></tr><tr><td>Co-citations:</td><td>2921</td></tr></table>	-0.7465	-0.1433	2	30	2921
17424	dev psychobiol	<table><tr><td>Source:</td><td>dev psychobiol</td></tr><tr><td>Citations:</td><td>108</td></tr><tr><td>Co-citations:</td><td>7261</td></tr></table>	-0.7676	0.1447	4	108	7261
17425	dev psychol	<table><tr><td>Source:</td><td>dev psychol</td></tr><tr><td>Citations:</td><td>317</td></tr><tr><td>Co-citations:</td><td>16193</td></tr></table>	-0.5845	-0.0885	2	317	16193
17431	dev psychopathol	<table><tr><td>Source:</td><td>dev psychopathol</td></tr><tr><td>Citations:</td><td>70</td></tr><tr><td>Co-citations:</td><td>3988</td></tr></table>	-0.7532	-0.1643	2	70	3988
17491	development	<table><tr><td>Source:</td><td>development</td></tr><tr><td>Citations:</td><td>79</td></tr><tr><td>Co-citations:</td><td>4127</td></tr></table>	-0.9448	0.5193	6	79	4127
17504	developmental sci	<table><tr><td>Source:</td><td>developmental sci</td></tr><tr><td>Citations:</td><td>153</td></tr><tr><td>Co-citations:</td><td>8632</td></tr></table>	-0.671	-0.0636	2	153	8632
17561	diagn stat man ment	<table><tr><td>Source:</td><td>diagn stat man ment</td></tr><tr><td>Citations:</td><td>107</td></tr><tr><td>Co-citations:</td><td>5472</td></tr></table>	-0.534	-0.2802	3	107	5472
18637	duke law j	<table><tr><td>Source:</td><td>duke law j</td></tr><tr><td>Citations:</td><td>70</td></tr><tr><td>Co-citations:</td><td>7468</td></tr></table>	0.9316	-0.176	5	70	7468
18727	dynamics contention	<table><tr><td>Source:</td><td>dynamics contention</td></tr><tr><td>Citations:</td><td>95</td></tr><tr><td>Co-citations:</td><td>4485</td></tr></table>	1.03	0.0517	1	95	4485
18753	dynamics social move	<table><tr><td>Source:</td><td>dynamics social move</td></tr><tr><td>Citations:</td><td>120</td></tr><tr><td>Co-citations:</td><td>4039</td></tr></table>	0.99	0.008	1	120	4039
19219	ecol appl	<table><tr><td>Source:</td><td>ecol appl</td></tr><tr><td>Citations:</td><td>125</td></tr><tr><td>Co-citations:</td><td>6618</td></tr></table>	-0.495	0.5501	4	125	6618
19231	ecol lett	<table><tr><td>Source:</td><td>ecol lett</td></tr><tr><td>Citations:</td><td>74</td></tr><tr><td>Co-citations:</td><td>4580</td></tr></table>	-0.4464	0.5226	4	74	4580
19233	ecol monogr	<table><tr><td>Source:</td><td>ecol monogr</td></tr><tr><td>Citations:</td><td>93</td></tr><tr><td>Co-citations:</td><td>4470</td></tr></table>	-0.6598	0.6079	4	93	4470
19234	ecol psychol	<table><tr><td>Source:</td><td>ecol psychol</td></tr><tr><td>Citations:</td><td>69</td></tr><tr><td>Co-citations:</td><td>3140</td></tr></table>	-0.3814	-0.0709	2	69	3140
19318	ecology	<table><tr><td>Source:</td><td>ecology</td></tr><tr><td>Citations:</td><td>654</td></tr><tr><td>Co-citations:</td><td>29116</td></tr></table>	-0.6539	0.6005	4	654	29116
19415	econ j	<table><tr><td>Source:</td><td>econ j</td></tr><tr><td>Citations:</td><td>36</td></tr><tr><td>Co-citations:</td><td>3295</td></tr></table>	0.5969	-0.0675	5	36	3295
19423	econ soc	<table><tr><td>Source:</td><td>econ soc</td></tr><tr><td>Citations:</td><td>78</td></tr><tr><td>Co-citations:</td><td>2513</td></tr></table>	0.8895	0.0641	1	78	2513
19435	econometrica	<table><tr><td>Source:</td><td>econometrica</td></tr><tr><td>Citations:</td><td>76</td></tr><tr><td>Co-citations:</td><td>2412</td></tr></table>	0.7514	0.0143	1	76	2412
19819	electroen clin neuro	<table><tr><td>Source:</td><td>electroen clin neuro</td></tr><tr><td>Citations:</td><td>101</td></tr><tr><td>Co-citations:</td><td>6435</td></tr></table>	-0.8366	-0.1748	2	101	6435
19921	embo j	<table><tr><td>Source:</td><td>embo j</td></tr><tr><td>Citations:</td><td>60</td></tr><tr><td>Co-citations:</td><td>3525</td></tr></table>	-1.1139	0.566	6	60	3525
20012	emotion	<table><tr><td>Source:</td><td>emotion</td></tr><tr><td>Citations:</td><td>102</td></tr><tr><td>Co-citations:</td><td>6075</td></tr></table>	-0.493	-0.1749	2	102	6075
20880	environ behav	<table><tr><td>Source:</td><td>environ behav</td></tr><tr><td>Citations:</td><td>147</td></tr><tr><td>Co-citations:</td><td>5365</td></tr></table>	0.4882	0.0111	1	147	5365
20891	environ health persp	<table><tr><td>Source:</td><td>environ health persp</td></tr><tr><td>Citations:</td><td>74</td></tr><tr><td>Co-citations:</td><td>2717</td></tr></table>	-0.1446	0.0014	3	74	2717
20905	environ plann a	<table><tr><td>Source:</td><td>environ plann a</td></tr><tr><td>Citations:</td><td>232</td></tr><tr><td>Co-citations:</td><td>4928</td></tr></table>	0.8036	0.093	1	232	4928
20908	environ plann d	<table><tr><td>Source:</td><td>environ plann d</td></tr><tr><td>Citations:</td><td>212</td></tr><tr><td>Co-citations:</td><td>4121</td></tr></table>	0.842	0.0897	1	212	4121
20910	environ polit	<table><tr><td>Source:</td><td>environ polit</td></tr><tr><td>Citations:</td><td>82</td></tr><tr><td>Co-citations:</td><td>2324</td></tr></table>	0.8512	0.0825	1	82	2324
21020	epilepsia	<table><tr><td>Source:</td><td>epilepsia</td></tr><tr><td>Citations:</td><td>33</td></tr><tr><td>Co-citations:</td><td>3157</td></tr></table>	-0.9354	-0.1964	3	33	3157
21455	ethnic racial stud	<table><tr><td>Source:</td><td>ethnic racial stud</td></tr><tr><td>Citations:</td><td>91</td></tr><tr><td>Co-citations:</td><td>3469</td></tr></table>	0.8923	0.0749	1	91	3469
21545	ethology	<table><tr><td>Source:</td><td>ethology</td></tr><tr><td>Citations:</td><td>199</td></tr><tr><td>Co-citations:</td><td>8984</td></tr></table>	-0.7085	0.434	4	199	8984
21587	eur arch psy clin n	<table><tr><td>Source:</td><td>eur arch psy clin n</td></tr><tr><td>Citations:</td><td>42</td></tr><tr><td>Co-citations:</td><td>5996</td></tr></table>	-0.9966	-0.4678	3	42	5996
21650	eur j neurosci	<table><tr><td>Source:</td><td>eur j neurosci</td></tr><tr><td>Citations:</td><td>226</td></tr><tr><td>Co-citations:</td><td>15049</td></tr></table>	-0.8124	-0.0793	2	226	15049
21662	eur j pharmacol	<table><tr><td>Source:</td><td>eur j pharmacol</td></tr><tr><td>Citations:</td><td>40</td></tr><tr><td>Co-citations:</td><td>2769</td></tr></table>	-0.9334	-0.0869	3	40	2769
21666	eur j polit res	<table><tr><td>Source:</td><td>eur j polit res</td></tr><tr><td>Citations:</td><td>60</td></tr><tr><td>Co-citations:</td><td>2495</td></tr></table>	0.9586	0.0258	1	60	2495
21673	eur j soc psychol	<table><tr><td>Source:</td><td>eur j soc psychol</td></tr><tr><td>Citations:</td><td>164</td></tr><tr><td>Co-citations:</td><td>8926</td></tr></table>	0.2156	-0.0774	2	164	8926
21689	eur neuropsychopharm	<table><tr><td>Source:</td><td>eur neuropsychopharm</td></tr><tr><td>Citations:</td><td>37</td></tr><tr><td>Co-citations:</td><td>9802</td></tr></table>	-1.0457	-0.4967	3	37	9802
22033	evolution	<table><tr><td>Source:</td><td>evolution</td></tr><tr><td>Citations:</td><td>195</td></tr><tr><td>Co-citations:</td><td>8178</td></tr></table>	-0.7327	0.57	4	195	8178
22218	exp brain res	<table><tr><td>Source:</td><td>exp brain res</td></tr><tr><td>Citations:</td><td>414</td></tr><tr><td>Co-citations:</td><td>26080</td></tr></table>	-0.7742	-0.0961	2	414	26080
22233	exp neurol	<table><tr><td>Source:</td><td>exp neurol</td></tr><tr><td>Citations:</td><td>48</td></tr><tr><td>Co-citations:</td><td>3123</td></tr></table>	-0.9087	-0.107	3	48	3123
23267	feminist org harvest	<table><tr><td>Source:</td><td>feminist org harvest</td></tr><tr><td>Citations:</td><td>70</td></tr><tr><td>Co-citations:</td><td>2650</td></tr></table>	1.0058	0.0123	1	70	2650
23796	folia primatol	<table><tr><td>Source:</td><td>folia primatol</td></tr><tr><td>Citations:</td><td>149</td></tr><tr><td>Co-citations:</td><td>6642</td></tr></table>	-0.6845	0.4496	4	149	6642
24003	fordham law rev	<table><tr><td>Source:</td><td>fordham law rev</td></tr><tr><td>Citations:</td><td>30</td></tr><tr><td>Co-citations:</td><td>2953</td></tr></table>	0.9905	-0.1807	5	30	2953
24008	foreign aff	<table><tr><td>Source:</td><td>foreign aff</td></tr><tr><td>Citations:</td><td>54</td></tr><tr><td>Co-citations:</td><td>2594</td></tr></table>	0.9928	0.0695	1	54	2594
24399	freedom summer	<table><tr><td>Source:</td><td>freedom summer</td></tr><tr><td>Citations:</td><td>66</td></tr><tr><td>Co-citations:</td><td>3257</td></tr></table>	1.0332	0.0103	1	66	3257
24554	frontiers social mov	<table><tr><td>Source:</td><td>frontiers social mov</td></tr><tr><td>Citations:</td><td>494</td></tr><tr><td>Co-citations:</td><td>18736</td></tr></table>	0.9928	0.0155	1	494	18736
24665	fundamentals	<table><tr><td>Source:</td><td>fundamentals</td></tr><tr><td>Citations:</td><td>47</td></tr><tr><td>Co-citations:</td><td>15980</td></tr></table>	1.3132	0.0398	1	47	15980
25000	gen comp endocr	<table><tr><td>Source:</td><td>gen comp endocr</td></tr><tr><td>Citations:</td><td>36</td></tr><tr><td>Co-citations:</td><td>4422</td></tr></table>	-0.8154	0.274	4	36	4422
25180	gender soc	<table><tr><td>Source:</td><td>gender soc</td></tr><tr><td>Citations:</td><td>226</td></tr><tr><td>Co-citations:</td><td>7992</td></tr></table>	0.9556	0.0137	1	226	7992
25225	gene dev	<table><tr><td>Source:</td><td>gene dev</td></tr><tr><td>Citations:</td><td>72</td></tr><tr><td>Co-citations:</td><td>4171</td></tr></table>	-1.1188	0.5794	6	72	4171
25314	genetics	<table><tr><td>Source:</td><td>genetics</td></tr><tr><td>Citations:</td><td>97</td></tr><tr><td>Co-citations:</td><td>4279</td></tr></table>	-0.8111	0.5677	4	97	4279
25375	geoforum	<table><tr><td>Source:</td><td>geoforum</td></tr><tr><td>Citations:</td><td>175</td></tr><tr><td>Co-citations:</td><td>3738</td></tr></table>	0.7886	0.1076	1	175	3738
25497	georgetown law j	<table><tr><td>Source:</td><td>georgetown law j</td></tr><tr><td>Citations:</td><td>75</td></tr><tr><td>Co-citations:</td><td>7867</td></tr></table>	0.9718	-0.1803	5	75	7867
25901	global environ chang	<table><tr><td>Source:</td><td>global environ chang</td></tr><tr><td>Citations:</td><td>85</td></tr><tr><td>Co-citations:</td><td>1969</td></tr></table>	0.543	0.1705	1	85	1969
25964	global netw	<table><tr><td>Source:</td><td>global netw</td></tr><tr><td>Citations:</td><td>68</td></tr><tr><td>Co-citations:</td><td>3935</td></tr></table>	0.8812	0.0814	1	68	3935
26928	guardian	<table><tr><td>Source:</td><td>guardian</td></tr><tr><td>Citations:</td><td>96</td></tr><tr><td>Co-citations:</td><td>2779</td></tr></table>	0.9312	0.0665	1	96	2779
27235	harv cr cl l rev	<table><tr><td>Source:</td><td>harv cr cl l rev</td></tr><tr><td>Citations:</td><td>22</td></tr><tr><td>Co-citations:</td><td>2709</td></tr></table>	0.9957	-0.1835	5	22	2709
27253	harvard bus rev	<table><tr><td>Source:</td><td>harvard bus rev</td></tr><tr><td>Citations:</td><td>85</td></tr><tr><td>Co-citations:</td><td>2834</td></tr></table>	0.7322	0.0221	1	85	2834
27259	harvard civil rights	<table><tr><td>Source:</td><td>harvard civil rights</td></tr><tr><td>Citations:</td><td>51</td></tr><tr><td>Co-citations:</td><td>5479</td></tr></table>	0.9865	-0.1629	5	51	5479
27275	harvard law rev	<table><tr><td>Source:</td><td>harvard law rev</td></tr><tr><td>Citations:</td><td>351</td></tr><tr><td>Co-citations:</td><td>32950</td></tr></table>	0.948	-0.1725	5	351	32950
27302	hastings law j	<table><tr><td>Source:</td><td>hastings law j</td></tr><tr><td>Citations:</td><td>32</td></tr><tr><td>Co-citations:</td><td>3029</td></tr></table>	0.9704	-0.184	5	32	3029
27629	hdb social psychol	<table><tr><td>Source:</td><td>hdb social psychol</td></tr><tr><td>Citations:</td><td>71</td></tr><tr><td>Co-citations:</td><td>5425</td></tr></table>	0.2137	-0.0983	2	71	5425
27636	hdb sociology	<table><tr><td>Source:</td><td>hdb sociology</td></tr><tr><td>Citations:</td><td>84</td></tr><tr><td>Co-citations:</td><td>3159</td></tr></table>	1.0343	0.0344	1	84	3159
28798	horm behav	<table><tr><td>Source:</td><td>horm behav</td></tr><tr><td>Citations:</td><td>98</td></tr><tr><td>Co-citations:</td><td>7078</td></tr></table>	-0.8036	0.2457	4	98	7078
28999	hum brain mapp	<table><tr><td>Source:</td><td>hum brain mapp</td></tr><tr><td>Citations:</td><td>136</td></tr><tr><td>Co-citations:</td><td>9154</td></tr></table>	-0.843	-0.1398	2	136	9154
29034	hum movement sci	<table><tr><td>Source:</td><td>hum movement sci</td></tr><tr><td>Citations:</td><td>76</td></tr><tr><td>Co-citations:</td><td>2748</td></tr></table>	-0.5615	-0.1009	2	76	2748
29040	hum organ	<table><tr><td>Source:</td><td>hum organ</td></tr><tr><td>Citations:</td><td>77</td></tr><tr><td>Co-citations:</td><td>2137</td></tr></table>	0.6931	0.0655	1	77	2137
29046	hum relat	<table><tr><td>Source:</td><td>hum relat</td></tr><tr><td>Citations:</td><td>107</td></tr><tr><td>Co-citations:</td><td>4631</td></tr></table>	0.6784	0.0041	1	107	4631
29056	hum rights quart	<table><tr><td>Source:</td><td>hum rights quart</td></tr><tr><td>Citations:</td><td>66</td></tr><tr><td>Co-citations:</td><td>2547</td></tr></table>	0.9746	0.0733	1	66	2547
29484	ibis	<table><tr><td>Source:</td><td>ibis</td></tr><tr><td>Citations:</td><td>88</td></tr><tr><td>Co-citations:</td><td>4226</td></tr></table>	-0.7461	0.6184	4	88	4226
30578	infancy	<table><tr><td>Source:</td><td>infancy</td></tr><tr><td>Citations:</td><td>42</td></tr><tr><td>Co-citations:</td><td>2940</td></tr></table>	-0.6354	-0.0721	2	42	2940
30581	infant behav dev	<table><tr><td>Source:</td><td>infant behav dev</td></tr><tr><td>Citations:</td><td>154</td></tr><tr><td>Co-citations:</td><td>8193</td></tr></table>	-0.659	-0.0692	2	154	8193
30838	insect soc	<table><tr><td>Source:</td><td>insect soc</td></tr><tr><td>Citations:</td><td>96</td></tr><tr><td>Co-citations:</td><td>2821</td></tr></table>	-0.6855	0.5586	4	96	2821
31015	int clin psychopharm	<table><tr><td>Source:</td><td>int clin psychopharm</td></tr><tr><td>Citations:</td><td>88</td></tr><tr><td>Co-citations:</td><td>29084</td></tr></table>	-1.0576	-0.5392	3	88	29084
31292	int j neuropsychoph	<table><tr><td>Source:</td><td>int j neuropsychoph</td></tr><tr><td>Citations:</td><td>23</td></tr><tr><td>Co-citations:</td><td>5191</td></tr></table>	-1.0619	-0.5034	3	23	5191
31322	int j primatol	<table><tr><td>Source:</td><td>int j primatol</td></tr><tr><td>Citations:</td><td>171</td></tr><tr><td>Co-citations:</td><td>7164</td></tr></table>	-0.688	0.4569	4	171	7164
31334	int j psychophysiol	<table><tr><td>Source:</td><td>int j psychophysiol</td></tr><tr><td>Citations:</td><td>50</td></tr><tr><td>Co-citations:</td><td>3568</td></tr></table>	-0.6684	-0.1547	2	50	3568
31394	int j urban regional	<table><tr><td>Source:</td><td>int j urban regional</td></tr><tr><td>Citations:</td><td>119</td></tr><tr><td>Co-citations:</td><td>2486</td></tr></table>	0.8672	0.088	1	119	2486
31436	int migr rev	<table><tr><td>Source:</td><td>int migr rev</td></tr><tr><td>Citations:</td><td>119</td></tr><tr><td>Co-citations:</td><td>4659</td></tr></table>	0.8249	0.0671	1	119	4659
31471	int organ	<table><tr><td>Source:</td><td>int organ</td></tr><tr><td>Citations:</td><td>169</td></tr><tr><td>Co-citations:</td><td>7946</td></tr></table>	0.9978	0.0767	1	169	7946
31578	int security	<table><tr><td>Source:</td><td>int security</td></tr><tr><td>Citations:</td><td>36</td></tr><tr><td>Co-citations:</td><td>2488</td></tr></table>	1.0196	0.0818	1	36	2488
31607	int social movement	<table><tr><td>Source:</td><td>int social movement</td></tr><tr><td>Citations:</td><td>240</td></tr><tr><td>Co-citations:</td><td>11346</td></tr></table>	1.0443	0.0147	1	240	11346
31633	int stud quart	<table><tr><td>Source:</td><td>int stud quart</td></tr><tr><td>Citations:</td><td>48</td></tr><tr><td>Co-citations:</td><td>2695</td></tr></table>	1.0282	0.0751	1	48	2695
32658	iue news	<table><tr><td>Source:</td><td>iue news</td></tr><tr><td>Citations:</td><td>40</td></tr><tr><td>Co-citations:</td><td>8240</td></tr></table>	1.3449	0.002	1	40	8240
32679	j abnorm psychol	<table><tr><td>Source:</td><td>j abnorm psychol</td></tr><tr><td>Citations:</td><td>223</td></tr><tr><td>Co-citations:</td><td>12808</td></tr></table>	-0.6647	-0.2694	3	223	12808
32696	j acoust soc am	<table><tr><td>Source:</td><td>j acoust soc am</td></tr><tr><td>Citations:</td><td>86</td></tr><tr><td>Co-citations:</td><td>4480</td></tr></table>	-0.6124	0.2542	4	86	4480
32713	j affect disorders	<table><tr><td>Source:</td><td>j affect disorders</td></tr><tr><td>Citations:</td><td>44</td></tr><tr><td>Co-citations:</td><td>8181</td></tr></table>	-0.9154	-0.4683	3	44	8181
32750	j am acad child psy	<table><tr><td>Source:</td><td>j am acad child psy</td></tr><tr><td>Citations:</td><td>166</td></tr><tr><td>Co-citations:</td><td>17168</td></tr></table>	-0.8869	-0.3487	3	166	17168
32763	j am geriatr soc	<table><tr><td>Source:</td><td>j am geriatr soc</td></tr><tr><td>Citations:</td><td>75</td></tr><tr><td>Co-citations:</td><td>2821</td></tr></table>	-0.6346	-0.2425	3	75	2821
32764	j am hist	<table><tr><td>Source:</td><td>j am hist</td></tr><tr><td>Citations:</td><td>79</td></tr><tr><td>Co-citations:</td><td>8548</td></tr></table>	1.1421	-0.044	1	79	8548
32799	j anim ecol	<table><tr><td>Source:</td><td>j anim ecol</td></tr><tr><td>Citations:</td><td>345</td></tr><tr><td>Co-citations:</td><td>14275</td></tr></table>	-0.7128	0.6085	4	345	14275
32817	j anxiety disord	<table><tr><td>Source:</td><td>j anxiety disord</td></tr><tr><td>Citations:</td><td>55</td></tr><tr><td>Co-citations:</td><td>6470</td></tr></table>	-0.7963	-0.4361	3	55	6470
32832	j appl ecol	<table><tr><td>Source:</td><td>j appl ecol</td></tr><tr><td>Citations:</td><td>134</td></tr><tr><td>Co-citations:</td><td>5816</td></tr></table>	-0.5243	0.5603	4	134	5816
32839	j appl psychol	<table><tr><td>Source:</td><td>j appl psychol</td></tr><tr><td>Citations:</td><td>65</td></tr><tr><td>Co-citations:</td><td>3780</td></tr></table>	0.3348	-0.0609	2	65	3780
32844	j appl soc psychol	<table><tr><td>Source:</td><td>j appl soc psychol</td></tr><tr><td>Citations:</td><td>91</td></tr><tr><td>Co-citations:</td><td>5589</td></tr></table>	0.2139	-0.0799	2	91	5589
32885	j autism dev disord	<table><tr><td>Source:</td><td>j autism dev disord</td></tr><tr><td>Citations:</td><td>495</td></tr><tr><td>Co-citations:</td><td>26296</td></tr></table>	-0.7648	-0.1629	2	495	26296
32890	j bacteriol	<table><tr><td>Source:</td><td>j bacteriol</td></tr><tr><td>Citations:</td><td>623</td></tr><tr><td>Co-citations:</td><td>18413</td></tr></table>	-1.2277	0.6488	6	623	18413
32901	j behav ther exp psy	<table><tr><td>Source:</td><td>j behav ther exp psy</td></tr><tr><td>Citations:</td><td>50</td></tr><tr><td>Co-citations:</td><td>6512</td></tr></table>	-0.7684	-0.4501	3	50	6512
32907	j biol chem	<table><tr><td>Source:</td><td>j biol chem</td></tr><tr><td>Citations:</td><td>86</td></tr><tr><td>Co-citations:</td><td>3939</td></tr></table>	-1.1049	0.5479	6	86	3939
32977	j cell biol	<table><tr><td>Source:</td><td>j cell biol</td></tr><tr><td>Citations:</td><td>75</td></tr><tr><td>Co-citations:</td><td>3193</td></tr></table>	-1.0656	0.5375	6	75	3193
32999	j child psychol psyc	<table><tr><td>Source:</td><td>j child psychol psyc</td></tr><tr><td>Citations:</td><td>419</td></tr><tr><td>Co-citations:</td><td>26291</td></tr></table>	-0.7807	-0.163	2	419	26291
33021	j clin exp neuropsyc	<table><tr><td>Source:</td><td>j clin exp neuropsyc</td></tr><tr><td>Citations:</td><td>40</td></tr><tr><td>Co-citations:</td><td>3858</td></tr></table>	-0.7875	-0.2223	3	40	3858
33041	j clin psychiat	<table><tr><td>Source:</td><td>j clin psychiat</td></tr><tr><td>Citations:</td><td>255</td></tr><tr><td>Co-citations:</td><td>68906</td></tr></table>	-1.0195	-0.521	3	255	68906
33049	j clin psychol	<table><tr><td>Source:</td><td>j clin psychol</td></tr><tr><td>Citations:</td><td>62</td></tr><tr><td>Co-citations:</td><td>10795</td></tr></table>	-0.561	-0.4035	3	62	10795
33053	j clin psychopharm	<table><tr><td>Source:</td><td>j clin psychopharm</td></tr><tr><td>Citations:</td><td>129</td></tr><tr><td>Co-citations:</td><td>42314</td></tr></table>	-1.0484	-0.5365	3	129	42314
33069	j cognitive neurosci	<table><tr><td>Source:</td><td>j cognitive neurosci</td></tr><tr><td>Citations:</td><td>390</td></tr><tr><td>Co-citations:</td><td>26273</td></tr></table>	-0.749	-0.1131	2	390	26273
33080	j commun	<table><tr><td>Source:</td><td>j commun</td></tr><tr><td>Citations:</td><td>68</td></tr><tr><td>Co-citations:</td><td>2146</td></tr></table>	0.7272	0.0148	1	68	2146
33099	j comp neurol	<table><tr><td>Source:</td><td>j comp neurol</td></tr><tr><td>Citations:</td><td>219</td></tr><tr><td>Co-citations:</td><td>16512</td></tr></table>	-0.918	-0.0725	3	219	16512
33108	j comp physiol psych	<table><tr><td>Source:</td><td>j comp physiol psych</td></tr><tr><td>Citations:</td><td>70</td></tr><tr><td>Co-citations:</td><td>5590</td></tr></table>	-0.8263	0.164	4	70	5590
33112	j comp psychol	<table><tr><td>Source:</td><td>j comp psychol</td></tr><tr><td>Citations:</td><td>181</td></tr><tr><td>Co-citations:</td><td>9266</td></tr></table>	-0.7665	0.2135	4	181	9266
33129	j conflict resolut	<table><tr><td>Source:</td><td>j conflict resolut</td></tr><tr><td>Citations:</td><td>126</td></tr><tr><td>Co-citations:</td><td>9237</td></tr></table>	0.9687	0.051	1	126	9237
33136	j consult clin psych	<table><tr><td>Source:</td><td>j consult clin psych</td></tr><tr><td>Citations:</td><td>420</td></tr><tr><td>Co-citations:</td><td>65129</td></tr></table>	-0.6917	-0.4395	3	420	65129
33146	j consum res	<table><tr><td>Source:</td><td>j consum res</td></tr><tr><td>Citations:</td><td>97</td></tr><tr><td>Co-citations:</td><td>2351</td></tr></table>	0.4472	-0.0105	1	97	2351
33176	j couns psychol	<table><tr><td>Source:</td><td>j couns psychol</td></tr><tr><td>Citations:</td><td>63</td></tr><tr><td>Co-citations:</td><td>8859</td></tr></table>	-0.5172	-0.3914	3	63	8859
33183	j cross cult psychol	<table><tr><td>Source:</td><td>j cross cult psychol</td></tr><tr><td>Citations:</td><td>40</td></tr><tr><td>Co-citations:</td><td>3257</td></tr></table>	0.1871	-0.1192	2	40	3257
33203	j democr	<table><tr><td>Source:</td><td>j democr</td></tr><tr><td>Citations:</td><td>75</td></tr><tr><td>Co-citations:</td><td>3789</td></tr></table>	0.986	0.0605	1	75	3789
33317	j environ psychol	<table><tr><td>Source:</td><td>j environ psychol</td></tr><tr><td>Citations:</td><td>101</td></tr><tr><td>Co-citations:</td><td>4364</td></tr></table>	0.4987	0.0051	1	101	4364
33346	j exp anal behav	<table><tr><td>Source:</td><td>j exp anal behav</td></tr><tr><td>Citations:</td><td>41</td></tr><tr><td>Co-citations:</td><td>2629</td></tr></table>	-0.6163	0.1885	4	41	2629
33348	j exp biol	<table><tr><td>Source:</td><td>j exp biol</td></tr><tr><td>Citations:</td><td>119</td></tr><tr><td>Co-citations:</td><td>4022</td></tr></table>	-0.7731	0.3173	4	119	4022
33350	j exp child psychol	<table><tr><td>Source:</td><td>j exp child psychol</td></tr><tr><td>Citations:</td><td>57</td></tr><tr><td>Co-citations:</td><td>3792</td></tr></table>	-0.626	-0.1119	2	57	3792
33354	j exp psychol	<table><tr><td>Source:</td><td>j exp psychol</td></tr><tr><td>Citations:</td><td>48</td></tr><tr><td>Co-citations:</td><td>3218</td></tr></table>	-0.4126	-0.1566	2	48	3218
33356	j exp psychol gen	<table><tr><td>Source:</td><td>j exp psychol gen</td></tr><tr><td>Citations:</td><td>101</td></tr><tr><td>Co-citations:</td><td>8389</td></tr></table>	-0.2844	-0.1356	2	101	8389
33357	j exp psychol human	<table><tr><td>Source:</td><td>j exp psychol human</td></tr><tr><td>Citations:</td><td>372</td></tr><tr><td>Co-citations:</td><td>20161</td></tr></table>	-0.4852	-0.0915	2	372	20161
33358	j exp psychol learn	<table><tr><td>Source:</td><td>j exp psychol learn</td></tr><tr><td>Citations:</td><td>72</td></tr><tr><td>Co-citations:</td><td>5362</td></tr></table>	-0.3094	-0.1038	2	72	5362
33362	j exp soc psychol	<table><tr><td>Source:</td><td>j exp soc psychol</td></tr><tr><td>Citations:</td><td>186</td></tr><tr><td>Co-citations:</td><td>13081</td></tr></table>	-0.0986	-0.0929	2	186	13081
33400	j fish biol	<table><tr><td>Source:</td><td>j fish biol</td></tr><tr><td>Citations:</td><td>82</td></tr><tr><td>Co-citations:</td><td>2048</td></tr></table>	-0.7017	0.5518	4	82	2048
33488	j health soc behav	<table><tr><td>Source:</td><td>j health soc behav</td></tr><tr><td>Citations:</td><td>93</td></tr><tr><td>Co-citations:</td><td>3140</td></tr></table>	0.2995	-0.081	3	93	3140
33527	j homosexual	<table><tr><td>Source:</td><td>j homosexual</td></tr><tr><td>Citations:</td><td>35</td></tr><tr><td>Co-citations:</td><td>2876</td></tr></table>	0.8702	-0.1162	5	35	2876
33620	j int neuropsych soc	<table><tr><td>Source:</td><td>j int neuropsych soc</td></tr><tr><td>Citations:</td><td>48</td></tr><tr><td>Co-citations:</td><td>3159</td></tr></table>	-0.8372	-0.2108	2	48	3159
33695	j legal educ	<table><tr><td>Source:</td><td>j legal educ</td></tr><tr><td>Citations:</td><td>32</td></tr><tr><td>Co-citations:</td><td>2973</td></tr></table>	0.7231	-0.1653	5	32	2973
33721	j mammal	<table><tr><td>Source:</td><td>j mammal</td></tr><tr><td>Citations:</td><td>440</td></tr><tr><td>Co-citations:</td><td>17156</td></tr></table>	-0.7275	0.596	4	440	17156
33726	j manage stud	<table><tr><td>Source:</td><td>j manage stud</td></tr><tr><td>Citations:</td><td>90</td></tr><tr><td>Co-citations:</td><td>3746</td></tr></table>	0.8842	0.0297	1	90	3746
33743	j marketing	<table><tr><td>Source:</td><td>j marketing</td></tr><tr><td>Citations:</td><td>82</td></tr><tr><td>Co-citations:</td><td>2063</td></tr></table>	0.6367	0.0111	1	82	2063
